Epoch,Train Loss,Test Loss,Train MSE,Test MSE,Train R2,Test R2
1,0.25429239869117737,0.15388855,0.2542924,0.15388855,-4.482028007507324,-30.029064178466797
2,0.06075494363903999,0.23730147,0.060754944,0.23730147,-0.24282987415790558,-33.90886688232422
3,0.4586411714553833,0.12924783,0.45864135,0.12924783,-9.716207504272461,-13.996197700500488
4,0.08395732939243317,0.28417885,0.083957314,0.28417885,-0.6868369579315186,-49.01979446411133
5,0.11174546182155609,0.26292327,0.11174548,0.26292327,-1.365234375,-47.460845947265625
6,0.09755554795265198,0.20625265,0.09755556,0.20625265,-1.086814522743225,-38.1998405456543
7,0.07877198606729507,0.12848204,0.07877199,0.12848204,-0.6919505596160889,-27.64044189453125
8,0.05825440213084221,0.06894262,0.058254402,0.06894262,-0.16007395088672638,-13.14167594909668
9,0.05304926261305809,0.06775136,0.05304926,0.06775136,-0.12862937152385712,-5.456589698791504
10,0.06103548780083656,0.10605004,0.061035495,0.10605004,-0.161988765001297,-12.8895902633667
11,0.05209845304489136,0.085334875,0.052098453,0.085334875,-0.08305229246616364,-10.487615585327148
12,0.033534787595272064,0.08204889,0.03353479,0.08204889,0.3296278119087219,-9.919203758239746
13,0.025255098938941956,0.060058802,0.025255095,0.060058802,0.4593435823917389,-7.155821323394775
14,0.026730040088295937,0.07484643,0.026730036,0.07484643,0.3960596024990082,-6.273192882537842
15,0.0391278937458992,0.038573265,0.039127897,0.038573265,0.14529450237751007,-2.1465184688568115
16,0.0581551119685173,0.03240649,0.05815511,0.03240649,-0.16703703999519348,-1.0199490785598755
17,0.027684731408953667,0.058870923,0.027684733,0.058870923,0.3369489312171936,-4.764339923858643
18,0.03571285307407379,0.10909142,0.03571286,0.10909142,0.24217872321605682,-12.697307586669922
19,0.03637216240167618,0.12381917,0.03637216,0.12381917,0.20781616866588593,-16.743717193603516
20,0.038675714284181595,0.12393029,0.038675707,0.12393029,0.042708635330200195,-19.523012161254883
21,0.038374852389097214,0.10793078,0.03837485,0.10793078,0.09503455460071564,-18.691097259521484
22,0.030832692980766296,0.08695842,0.03083269,0.08695842,0.3549346625804901,-15.469830513000488
23,0.03058517910540104,0.07129921,0.03058518,0.07129921,0.32191798090934753,-12.115745544433594
24,0.03266475349664688,0.06417097,0.032664753,0.06417097,0.2058660238981247,-10.461718559265137
25,0.03175641968846321,0.06447212,0.03175643,0.06447212,0.23470580577850342,-10.616735458374023
26,0.027730807662010193,0.069917776,0.027730811,0.069917776,0.34637361764907837,-11.385335922241211
27,0.024210099130868912,0.074518874,0.0242101,0.074518874,0.4283171594142914,-10.978818893432617
28,0.025533029809594154,0.07235837,0.02553303,0.07235837,0.3849490284919739,-8.041353225708008
29,0.02476176619529724,0.06646001,0.024761766,0.06646001,0.36259111762046814,-5.100508213043213
30,0.024177083745598793,0.05973181,0.024177084,0.05973181,0.35590794682502747,-3.5613436698913574
31,0.02277325466275215,0.052639775,0.022773255,0.052639775,0.41353121399879456,-2.7696738243103027
32,0.02146143466234207,0.040672816,0.021461437,0.040672816,0.45224514603614807,-1.8037868738174438
33,0.020088626071810722,0.03654155,0.020088628,0.03654155,0.47833576798439026,-2.4845988750457764
34,0.019052278250455856,0.040738374,0.019052278,0.040738374,0.48716917634010315,-3.796435594558716
35,0.01847984455525875,0.040454607,0.018479843,0.040454607,0.5253427028656006,-2.1788482666015625
36,0.014181029051542282,0.05274679,0.01418103,0.05274679,0.6182506680488586,-1.8298139572143555
37,0.013689151965081692,0.055874586,0.013689155,0.055874586,0.6416204571723938,-2.1437735557556152
38,0.013981976546347141,0.067894496,0.0139819775,0.067894496,0.6303827166557312,-3.0388405323028564
39,0.015395453199744225,0.038467966,0.015395452,0.038467966,0.6084501147270203,-1.2559815645217896
40,0.014474709518253803,0.04101826,0.0144747095,0.04101826,0.6523385047912598,-1.5637038946151733
41,0.012491577304899693,0.027629698,0.012491578,0.027629698,0.6976156830787659,-1.2075179815292358
42,0.011906814761459827,0.02681907,0.011906815,0.02681907,0.6965290307998657,-1.195325493812561
43,0.01182340644299984,0.03750684,0.0118234055,0.03750684,0.7100319862365723,-2.404916286468506
44,0.013194162398576736,0.030688643,0.0131941615,0.030688643,0.6795476675033569,-1.2007391452789307
45,0.011765627190470695,0.03455659,0.011765628,0.03455659,0.7185779213905334,-1.5836262702941895
46,0.012223259545862675,0.041271757,0.0122232605,0.041271757,0.7008762359619141,-2.4713571071624756
47,0.012348553165793419,0.038193617,0.012348555,0.038193617,0.6999270915985107,-1.6012914180755615
48,0.011193775571882725,0.042360373,0.011193776,0.042360373,0.7216004729270935,-2.088142156600952
49,0.011085059493780136,0.047689248,0.01108506,0.047689248,0.7189965844154358,-3.224344253540039
50,0.011095105670392513,0.032898627,0.011095105,0.032898627,0.7246178388595581,-1.1921346187591553
51,0.010762100107967854,0.029772053,0.010762101,0.029772053,0.7265833020210266,-1.0495210886001587
52,0.01130863931030035,0.035889663,0.011308638,0.035889663,0.7211418151855469,-1.146660566329956
53,0.009667392820119858,0.045626797,0.009667395,0.045626797,0.7593033909797668,-2.2653071880340576
54,0.010434488765895367,0.044569623,0.010434492,0.044569623,0.7464028596878052,-1.9064218997955322
55,0.01041487604379654,0.04622565,0.010414878,0.04622565,0.7411121129989624,-1.7929668426513672
56,0.01048005186021328,0.046751045,0.010480052,0.046751045,0.7452794313430786,-1.9953031539916992
57,0.009858773089945316,0.0383185,0.009858774,0.0383185,0.7482109069824219,-1.4357030391693115
58,0.010605561546981335,0.04050221,0.010605558,0.04050221,0.7290605306625366,-1.3543039560317993
59,0.008949806913733482,0.04751303,0.008949806,0.04751303,0.7696911692619324,-2.0587737560272217
60,0.00999960582703352,0.035895746,0.009999607,0.035895746,0.7510363459587097,-1.0678945779800415
61,0.00977871473878622,0.0361088,0.009778716,0.0361088,0.7567682266235352,-1.1824424266815186
62,0.009366796351969242,0.041730817,0.009366796,0.041730817,0.7711923718452454,-1.6330047845840454
63,0.009650755673646927,0.038252898,0.009650754,0.038252898,0.759004533290863,-1.2603908777236938
64,0.008964680135250092,0.038498133,0.008964681,0.038498133,0.7792536020278931,-1.2844690084457397
65,0.00945081003010273,0.04384517,0.00945081,0.04384517,0.7700648307800293,-1.8566577434539795
66,0.008908513933420181,0.039265234,0.008908513,0.039265234,0.7782370448112488,-1.5560681819915771
67,0.00916601438075304,0.033719145,0.009166013,0.033719145,0.7726219296455383,-1.0589491128921509
68,0.008618703112006187,0.035395704,0.008618703,0.035395704,0.7827820777893066,-1.1675598621368408
69,0.00886070728302002,0.040606152,0.008860708,0.040606152,0.779453456401825,-1.7071971893310547
70,0.008730589412152767,0.03544029,0.008730591,0.03544029,0.7850046753883362,-1.2119200229644775
71,0.008657236583530903,0.033636894,0.0086572375,0.033636894,0.7827560901641846,-1.0488260984420776
72,0.008550351485610008,0.035663746,0.0085503515,0.035663746,0.7863333821296692,-1.1856226921081543
73,0.008807032369077206,0.03829855,0.008807032,0.03829855,0.7813017964363098,-1.4336302280426025
74,0.008228898979723454,0.036834657,0.0082289,0.036834657,0.7950461506843567,-1.3989441394805908
75,0.008315591141581535,0.037359532,0.008315591,0.037359532,0.7952927350997925,-1.4345686435699463
76,0.008357432670891285,0.038845047,0.008357434,0.038845047,0.7959214448928833,-1.4752413034439087
77,0.00830777920782566,0.03595021,0.008307779,0.03595021,0.7921496629714966,-1.1619848012924194
78,0.008257164619863033,0.034086455,0.008257165,0.034086455,0.7958181500434875,-1.0226809978485107
79,0.008246730081737041,0.03765016,0.00824673,0.03765016,0.7943470478057861,-1.4236774444580078
80,0.007653567939996719,0.04065895,0.007653569,0.04065895,0.8112084269523621,-1.7313554286956787
81,0.007913603447377682,0.03973611,0.007913604,0.03973611,0.8085348010063171,-1.4899206161499023
82,0.008375773206353188,0.038193803,0.008375774,0.038193803,0.795016884803772,-1.2909034490585327
83,0.007494103629142046,0.03654986,0.007494104,0.03654986,0.815200686454773,-1.171756625175476
84,0.0080422880128026,0.035359263,0.008042287,0.035359263,0.7953461408615112,-1.1096408367156982
85,0.008091432973742485,0.036559366,0.008091433,0.036559366,0.7985097765922546,-1.1819318532943726
86,0.008224673569202423,0.04355552,0.008224672,0.04355552,0.7979491949081421,-1.8941287994384766
87,0.007749319076538086,0.040683575,0.00774932,0.040683575,0.8070684671401978,-1.6805152893066406
88,0.007805509492754936,0.03158535,0.007805509,0.03158535,0.8069626092910767,-0.9505506753921509
89,0.007862690836191177,0.032674134,0.007862693,0.032674134,0.8059027791023254,-1.003413438796997
90,0.007774309255182743,0.041311253,0.0077743093,0.041311253,0.8056081533432007,-1.6978533267974854
91,0.00817405991256237,0.037951607,0.008174062,0.037951607,0.7998195886611938,-1.3551280498504639
92,0.007521488703787327,0.035789944,0.007521489,0.035789944,0.8147367238998413,-1.166817545890808
93,0.007526052184402943,0.03920417,0.0075260527,0.03920417,0.8116820454597473,-1.6290807723999023
94,0.007736186031252146,0.036712777,0.0077361865,0.036712777,0.8097016215324402,-1.3208061456680298
95,0.007248465903103352,0.032866143,0.0072484664,0.032866143,0.8174394369125366,-1.0211329460144043
96,0.007573035079985857,0.033234507,0.0075730355,0.033234507,0.8135321736335754,-1.0599098205566406
97,0.007444271817803383,0.03830708,0.0074442727,0.03830708,0.8162240982055664,-1.4788153171539307
98,0.007767850998789072,0.039249558,0.007767851,0.039249558,0.8092100024223328,-1.5374675989151
99,0.007352174259722233,0.034915425,0.0073521757,0.034915425,0.818877100944519,-1.1412872076034546
100,0.007472374476492405,0.03530137,0.007472375,0.03530137,0.8186124563217163,-1.1998374462127686
101,0.007305462379008532,0.035368398,0.007305462,0.035368398,0.8204840421676636,-1.2206274271011353
102,0.006979466415941715,0.036207203,0.0069794655,0.036207203,0.8265933990478516,-1.2576271295547485
103,0.0070977285504341125,0.037624504,0.0070977286,0.037624504,0.8232604265213013,-1.3671643733978271
104,0.006912958342581987,0.03889253,0.006912959,0.03889253,0.8280099034309387,-1.4832314252853394
105,0.006589065305888653,0.036014084,0.006589065,0.036014084,0.8328862190246582,-1.3145041465759277
106,0.0068112704902887344,0.033656802,0.00681127,0.033656802,0.8252607583999634,-1.143798589706421
107,0.0068038711324334145,0.034633253,0.006803871,0.034633253,0.8272408246994019,-1.223267912864685
108,0.006489362567663193,0.036210194,0.0064893626,0.036210194,0.8346378207206726,-1.3867626190185547
109,0.006457571871578693,0.0329172,0.006457572,0.0329172,0.8374470472335815,-1.2374277114868164
110,0.00648184260353446,0.032909356,0.006481842,0.032909356,0.8392230272293091,-1.2640130519866943
111,0.006599292159080505,0.038927414,0.006599293,0.038927414,0.8369392156600952,-1.6193897724151611
112,0.0064472900703549385,0.03791656,0.0064472905,0.03791656,0.836101233959198,-1.5961554050445557
113,0.006732542999088764,0.032894034,0.0067325435,0.032894034,0.832724392414093,-1.3478662967681885
114,0.006169055588543415,0.033423066,0.006169056,0.033423066,0.849077582359314,-1.169926404953003
115,0.006285692565143108,0.038464658,0.0062856926,0.038464658,0.8434264063835144,-1.5010511875152588
116,0.0061862170696258545,0.03829698,0.006186216,0.03829698,0.8470183610916138,-1.5252844095230103
117,0.006209618411958218,0.0349917,0.0062096184,0.0349917,0.8472002744674683,-1.207209825515747
118,0.0060743652284145355,0.034853477,0.006074365,0.034853477,0.841950535774231,-1.222172737121582
119,0.006062296684831381,0.03479108,0.0060622967,0.03479108,0.8482524752616882,-1.2319238185882568
120,0.006450145039707422,0.032872036,0.0064501455,0.032872036,0.8362995386123657,-1.103041648864746
121,0.00597912585362792,0.034568377,0.005979126,0.034568377,0.8510146141052246,-1.1360695362091064
122,0.0062451898120343685,0.039738815,0.0062451907,0.039738815,0.8467612266540527,-1.5351521968841553
123,0.0060679297894239426,0.035427954,0.006067931,0.035427954,0.8447831869125366,-1.203534483909607
124,0.005599377676844597,0.031955138,0.0055993786,0.031955138,0.8574053645133972,-0.9961889386177063
125,0.005975993815809488,0.03210035,0.005975994,0.03210035,0.8486961126327515,-0.9983513951301575
126,0.0057680984027683735,0.034331907,0.0057680993,0.034331907,0.8558993339538574,-1.190737009048462
127,0.005752550438046455,0.036681082,0.0057525504,0.036681082,0.8574380874633789,-1.3807406425476074
128,0.006134612951427698,0.034257013,0.006134612,0.034257013,0.8474850654602051,-1.1411876678466797
129,0.005843854509294033,0.034080844,0.005843855,0.034080844,0.8523532152175903,-1.1881961822509766
130,0.0056708091869950294,0.03545808,0.005670809,0.03545808,0.857356071472168,-1.1634647846221924
131,0.005426439922302961,0.03824929,0.005426439,0.03824929,0.8620840907096863,-1.4379006624221802
132,0.006111046764999628,0.03375735,0.0061110468,0.03375735,0.8455405235290527,-1.173592209815979
133,0.005377697292715311,0.03358659,0.0053776978,0.03358659,0.8625842928886414,-1.1423041820526123
134,0.005800462793558836,0.035254892,0.005800463,0.035254892,0.8533573150634766,-1.1563276052474976
135,0.005594608839601278,0.039193105,0.00559461,0.039193105,0.8547205924987793,-1.4252954721450806
136,0.005737939849495888,0.036883585,0.005737939,0.036883585,0.8525148630142212,-1.2405674457550049
137,0.005445424932986498,0.034475155,0.005445424,0.034475155,0.8624845743179321,-1.0577852725982666
138,0.005721598863601685,0.03471211,0.0057215984,0.03471211,0.851961612701416,-1.1411523818969727
139,0.005572875030338764,0.035835877,0.0055728755,0.035835877,0.8565980195999146,-1.300879955291748
140,0.005524619482457638,0.033771474,0.005524618,0.033771474,0.8600589632987976,-1.0749437808990479
141,0.005270630121231079,0.03525562,0.005270631,0.03525562,0.8653834462165833,-1.1592652797698975
142,0.005810755304992199,0.032468162,0.0058107553,0.032468162,0.8552277684211731,-0.964072585105896
143,0.005315200425684452,0.036257427,0.005315201,0.036257427,0.8661296963691711,-1.2479872703552246
144,0.005392095074057579,0.034469444,0.0053920955,0.034469444,0.8633060455322266,-1.070173740386963
145,0.005150169134140015,0.031770945,0.0051501696,0.031770945,0.8673295974731445,-0.9476110339164734
146,0.005350059829652309,0.034828562,0.0053500603,0.034828562,0.8618460893630981,-1.1771942377090454
147,0.005132602993398905,0.03661582,0.0051326025,0.03661582,0.871865451335907,-1.3380177021026611
148,0.005370984319597483,0.032535233,0.005370984,0.032535233,0.8671761751174927,-1.0401384830474854
149,0.00511173065751791,0.031265873,0.00511173,0.031265873,0.8680445551872253,-0.9039413332939148
150,0.005271827336400747,0.034257066,0.005271828,0.034257066,0.8630853891372681,-1.0692285299301147
151,0.005468136165291071,0.0331252,0.0054681366,0.0331252,0.8639327883720398,-1.2204636335372925
152,0.005165919195860624,0.03364251,0.005165919,0.03364251,0.8704873919487,-1.1484161615371704
153,0.005316200200468302,0.036413494,0.0053162,0.036413494,0.8674993515014648,-1.2427388429641724
154,0.00536242313683033,0.032672003,0.005362423,0.032672003,0.8671725988388062,-0.9547848701477051
155,0.004926049616187811,0.030925035,0.00492605,0.030925035,0.8750839233398438,-0.8984075784683228
156,0.005154394078999758,0.03322012,0.005154395,0.03322012,0.8709990382194519,-1.0716204643249512
157,0.004763402976095676,0.033529826,0.004763402,0.033529826,0.8794742822647095,-1.0349291563034058
158,0.0047838143073022366,0.032918375,0.004783814,0.032918375,0.8810768127441406,-1.0219119787216187
159,0.00492717744782567,0.035706587,0.004927178,0.035706587,0.8763505816459656,-1.334681749343872
160,0.005198940169066191,0.03225711,0.0051989392,0.03225711,0.8704489469528198,-0.9966824650764465
161,0.004743334837257862,0.030716037,0.0047433344,0.030716037,0.8824018239974976,-0.8371362686157227
162,0.004677797667682171,0.033513825,0.004677797,0.033513825,0.8823749423027039,-1.0022437572479248
163,0.004602966830134392,0.03192053,0.0046029673,0.03192053,0.8837888836860657,-0.931963324546814
164,0.004628891125321388,0.03121888,0.004628891,0.03121888,0.8839019536972046,-0.8938684463500977
165,0.005275669973343611,0.033943422,0.0052756695,0.033943422,0.8692294955253601,-1.1523072719573975
166,0.004870852455496788,0.030132066,0.0048708525,0.030132066,0.8792637586593628,-1.015307068824768
167,0.00497366301715374,0.030372139,0.004973662,0.030372139,0.8738582730293274,-0.8788439035415649
168,0.004800156224519014,0.03190913,0.0048001553,0.03190913,0.8801013827323914,-0.9197210073471069
169,0.0044897496700286865,0.035184186,0.00448975,0.035184186,0.8880218267440796,-1.1547081470489502
170,0.004659213591367006,0.032493003,0.0046592127,0.032493003,0.8835024833679199,-0.9108945727348328
171,0.004706635605543852,0.028188497,0.004706635,0.028188497,0.8835718035697937,-0.7170259952545166
172,0.004707270301878452,0.027131403,0.0047072703,0.027131403,0.8812427520751953,-1.0150601863861084
173,0.004884791094809771,0.035095304,0.0048847906,0.035095304,0.8780615925788879,-1.3097642660140991
174,0.004464260768145323,0.03445752,0.004464261,0.03445752,0.8890983462333679,-1.1120986938476562
175,0.004899614956229925,0.029117573,0.0048996145,0.029117573,0.8787088394165039,-0.8156137466430664
176,0.005150319542735815,0.03158023,0.0051503205,0.03158023,0.8762496709823608,-0.9037532806396484
177,0.004398658871650696,0.030444175,0.004398658,0.030444175,0.8894376754760742,-0.8596855998039246
178,0.004606856498867273,0.026404243,0.004606857,0.026404243,0.8869904279708862,-0.7595030069351196
179,0.004966540727764368,0.031867128,0.004966541,0.031867128,0.8772987127304077,-0.816694438457489
180,0.004380421247333288,0.03672234,0.0043804217,0.03672234,0.8898198008537292,-1.274694561958313
181,0.004741187673062086,0.02960593,0.004741187,0.02960593,0.8824492692947388,-1.0294164419174194
182,0.005053529515862465,0.03042689,0.005053529,0.03042689,0.880402684211731,-0.9413670301437378
183,0.004247048869729042,0.03164507,0.0042470493,0.03164507,0.8972217440605164,-1.011136770248413
184,0.004766106139868498,0.027275112,0.004766107,0.027275112,0.8828899264335632,-0.8250746726989746
185,0.00431921286508441,0.027661834,0.0043192124,0.027661834,0.8951155543327332,-0.6412650346755981
186,0.0045089018531143665,0.0316446,0.0045089023,0.0316446,0.8887109756469727,-0.8547198176383972
187,0.004330035764724016,0.032190215,0.0043300353,0.032190215,0.8914152979850769,-1.0636125802993774
188,0.004213582258671522,0.029048571,0.004213582,0.029048571,0.8964411020278931,-0.9429508447647095
189,0.0047340975143015385,0.029972356,0.004734098,0.029972356,0.8862436413764954,-0.8609533309936523
190,0.004345028195530176,0.03064931,0.0043450287,0.03064931,0.8940355181694031,-0.9376312494277954
191,0.004505279939621687,0.027224382,0.00450528,0.027224382,0.890008807182312,-0.7350462675094604
192,0.004614160396158695,0.027251279,0.00461416,0.027251279,0.8842633366584778,-0.7180965542793274
193,0.004451632034033537,0.029545834,0.0044516325,0.029545834,0.890339732170105,-0.7158716320991516
194,0.0046883877366781235,0.029402327,0.0046883873,0.029402327,0.8824459910392761,-0.8132203221321106
195,0.004387319553643465,0.027063837,0.00438732,0.027063837,0.8927469253540039,-0.813765823841095
196,0.004371160641312599,0.026336664,0.004371161,0.026336664,0.8937736749649048,-0.670383632183075
197,0.00398259749636054,0.027715635,0.0039825984,0.027715635,0.9019249677658081,-0.731445848941803
198,0.004448186606168747,0.026517916,0.004448187,0.026517916,0.8920814394950867,-0.7358009219169617
199,0.0042669931426644325,0.02720972,0.004266994,0.02720972,0.8939968347549438,-0.6438793540000916
200,0.004021226894110441,0.028593535,0.004021227,0.028593535,0.8989288210868835,-0.7048022150993347
